UNIPROTKB GENES
Q4DTX9 Tc00.1047053509233.160
Q4CQJ5 Tc00.1047053467287.10
Q4D0A9 Tc00.1047053509553.40
Q4D3E0 Tc00.1047053508397.64
Q4D8A4 Tc00.1047053509081.100
Q4DAK5 Tc00.1047053511467.70
Q4DFV4 Tc00.1047053510237.110
Q4DIK3 Tc00.1047053504213.130
Q4DLY4 Tc00.1047053506753.70
Q4CM55 Tc00.1047053507259.16
Q4DTJ9 Tc00.1047053507053.60
Q4DA47 Tc00.1047053507019.90
Q4DPH6 Tc00.1047053510861.50
Q4DQZ5 Tc00.1047053510089.170
Q4DXX0 Tc00.1047053510431.240
Q4DYG0 Tc00.1047053511367.354
Q4D345 Tc00.1047053506887.20
Q4DY99 Tc00.1047053511817.270
Q4E3W0 Tc00.1047053510377.61
Q4D9Q8 Tc00.1047053508995.69
Q4DFY5 Tc00.1047053510655.60
Q4DQM8 Tc00.1047053509109.90
Q4DTJ1 Tc00.1047053507053.140
Q4DVS1 Tc00.1047053511797.120
Q4D228 Tc00.1047053509459.40
Q4DWC8 Tc00.1047053509733.60
Q4DWR2 Tc00.1047053511421.10
Q4DYU7 Tc00.1047053507957.240
Q4E3E9 Tc00.1047053507071.60
Q4D553 Tc00.1047053511483.50
Q4DKS3 Tc00.1047053509569.150
Q4CVD1 Tc00.1047053507645.30
Q4DQB2 Tc00.1047053511827.80
Q4DX11 Tc00.1047053510533.20
Q4DG59 Tc00.1047053511693.10
Q4E5K8 Tc00.1047053511183.210
Q4D4I6 Tc00.1047053508745.11
Q4CTE5 Tc00.1047053508579.10
Q4DBT6 Tc00.1047053506567.120
Q4DH07 Tc00.1047053511809.10
Q4DKY2 Tc00.1047053506337.70
Q4CR38 Tc00.1047053510649.24
Q4CUM6 Tc00.1047053510167.20
Q4CVI1 Tc00.1047053507863.20
Q4D057 Tc00.1047053510347.50
Q4CLA7 Tc00.1047053511799.9
Q4CQF5 Tc00.1047053476733.10
Q4CUE3 Tc00.1047053509825.20
Q4CVI9 Tc00.1047053509741.10
Q4D5W8 Tc00.1047053508169.40
Q4D7D1 Tc00.1047053511237.20
Q4D921 Tc00.1047053507513.20
Q4DD61 Tc00.1047053508977.20
Q4DIP2 Tc00.1047053508045.30
Q4DJ77 Tc00.1047053507515.100
Q4DM19 Tc00.1047053511577.150
Q4DA36 Tc00.1047053503733.20
Q4DK76 Tc00.1047053509601.90
Q4D5L2 Tc00.1047053508839.40
Q4D7C2 Tc00.1047053511237.120
Q4D8I6 Tc00.1047053511383.60
Q4DCB7 Tc00.1047053506933.10
Q4DHF5 Tc00.1047053509065.33
Q4DQG6 Tc00.1047053505807.250
Q4DXF5 Tc00.1047053508879.10
Q4DYE8 Tc00.1047053506321.180
Q4DYL4 Tc00.1047053506211.40
Q4E4E9 Tc00.1047053510187.20
Q4CLI2 Tc00.1047053507133.10
Q4CN13 Tc00.1047053510479.11
Q4CQB2 Tc00.1047053415789.9
Q4CQP5 Tc00.1047053506397.10
Q4CT60 Tc00.1047053505009.40
Q4CTM3 Tc00.1047053510291.30
Q4CWW8 Tc00.1047053509037.40
Q4D866 Tc00.1047053503703.50
Q4DLM4 Tc00.1047053508857.60
Q4CXF0 Tc00.1047053511039.20
Q4DRA4 Tc00.1047053508181.40
Q4CXV0 Tc00.1047053506413.89
Q4D450 Tc00.1047053511229.100
Q4DNB0 Tc00.1047053508389.154
Q4DQJ8 Tc00.1047053507723.60
Q4E0G1 Tc00.1047053510155.130
Q4E1I5 Tc00.1047053508165.130
Q4DSQ3 Tc00.1047053509937.110
Q4E059 Tc00.1047053504239.340
Q4DM62 Tc00.1047053509259.120
Q4CWX3 Tc00.1047053508731.40
Q4CUY8 Tc00.1047053510259.12
Q4CWT8 Tc00.1047053504193.15
Q4DMS4 Tc00.1047053511545.70
Q4DP26 Tc00.1047053506999.170
Q4DQM7 Tc00.1047053509109.100
Q4E0B4 Tc00.1047053509287.20
Q4CR98 Tc00.1047053504073.10
Q4D478 Tc00.1047053508161.20
Q4DNX8 Tc00.1047053509099.80
Q4DU67 Tc00.1047053511903.290
Q4E068 Tc00.1047053504239.171
Q4E0U6 Tc00.1047053509965.140
Q4E132 Tc00.1047053506247.230
Q4DNX7 Tc00.1047053509099.89
Q4DRE3 Tc00.1047053506503.40
Q4DV57 Tc00.1047053508647.30
Q4DW25 Tc00.1047053507603.40
Q4DZ56 Tc00.1047053507023.289
Q4E255 Tc00.1047053508707.210
Q4DGJ2 Tc00.1047053511625.90
Q4DRB2 Tc00.1047053509693.190
Q4E2V5 Tc00.1047053511283.50
Q4D9R3 Tc00.1047053508995.20
Q4CYS8 Tc00.1047053506705.60
Q4DT09 Tc00.1047053506265.160
Q4E493 Tc00.1047053508163.50
Q4E2B4 Tc00.1047053511603.170
Q4CW72 Tc00.1047053507077.60
Q4DYX9 Tc00.1047053507237.140
Q4E560 Tc00.1047053510359.90
Q4DF79 Tc00.1047053507087.40
Q4CML2 Tc00.1047053436535.19
Q4DL73 Tc00.1047053508919.94
Q4CPU9 Tc00.1047053505955.4
Q4D126 Tc00.1047053510437.10
Q4D1X0 Tc00.1047053511499.10
Q4D786 Tc00.1047053506351.80
Q4DD52 Tc00.1047053510241.30
Q4DDD1 Tc00.1047053507485.90
Q4DDX5 Tc00.1047053509011.20
Q4DH03 Tc00.1047053511809.50
Q4DJS2 Tc00.1047053510715.30
Q4DNI0 Tc00.1047053509791.170
Q4CZY4 Tc00.1047053511279.30
Q4DL12 Tc00.1047053511649.50
Q4DZC7 Tc00.1047053506763.40
Q4CP61 Tc00.1047053508549.20
Q4CRY4 Tc00.1047053507631.10
Q4CT65 Tc00.1047053510461.30
Q4D5M5 Tc00.1047053505989.70
Q4D6Y0 Tc00.1047053508813.70
Q4D8U0 Tc00.1047053507517.50
Q4CNZ4 Tc00.1047053507769.20
Q4CW44 Tc00.1047053511163.24
Q4D0I3 Tc00.1047053511355.7
Q4CNE6 Tc00.1047053511533.10
Q4DG79 Tc00.1047053506201.100
Q4CMT9 Tc00.1047053511927.10
Q4CQV2 Tc00.1047053506745.4
Q4DBG4 Tc00.1047053506327.70
Q4DDQ4 Tc00.1047053510283.70
Q4DJ47 Tc00.1047053511755.90
Q4D6P0 Tc00.1047053504013.90
Q4D5X9 Tc00.1047053507963.70
Q4DRY4 Tc00.1047053508307.110
Q4CSX1 Tc00.1047053503513.20
Q4D5S4 Tc00.1047053507997.14
Q4DUL1 Tc00.1047053511245.90
Q4CRJ1 Tc00.1047053507359.10
Q4D919 Tc00.1047053507513.40
Q4D2A3 Tc00.1047053511409.60
Q4DJ70 Tc00.1047053505183.14
Q4DQV7 Tc00.1047053511911.71
Q4DSE7 Tc00.1047053504057.80
Q4DTH5 Tc00.1047053508737.100
Q4DZY3 Tc00.1047053506789.11
Q4E303 Tc00.1047053506435.390
Q4DDW9 Tc00.1047053509011.70
Q4DYF1 Tc00.1047053506321.120
Q4E4V4 Tc00.1047053508461.100
Q4D1F2 Tc00.1047053511315.9
Q4CQX8 Tc00.1047053504397.20
Q4E2B0 Tc00.1047053511603.260
Q4E0D4 Tc00.1047053509875.11
Q4DPI5 Tc00.1047053506513.120
Q4DUL6 Tc00.1047053511245.40
Q4DV84 Tc00.1047053508173.40
Q4DWY8 Tc00.1047053510197.180
Q4DXI4 Tc00.1047053506941.120
Q4E3H9 Tc00.1047053510329.340
Q4CRE3 Tc00.1047053506819.30
Q4DA15 Tc00.1047053510213.110
Q4DNN9 Tc00.1047053506821.50
Q4DQD7 Tc00.1047053506629.70
Q4DUD9 Tc00.1047053509419.260
Q4DVQ3 Tc00.1047053510659.104
Q4E0D5 Tc00.1047053508999.269
Q4E4Q0 Tc00.1047053508461.589
Q4D3T0 Tc00.1047053507937.3
Q4DAC5 Tc00.1047053506145.30
Q4DPB0 Tc00.1047053509647.80
Q4DT92 Tc00.1047053506147.160
Q4D9N5 Tc00.1047053511773.40
Q4DA63 Tc00.1047053511131.50
Q4DK12 Tc00.1047053503809.75
Q4DNB5 Tc00.1047053508389.100
Q4DRS7 Tc00.1047053510943.170
Q4DTX5 Tc00.1047053509233.200
Q4E631 Tc00.1047053508153.610
Q4DUY5 Tc00.1047053510021.160
Q4CSF6 Tc00.1047053510263.30
Q4CWY5 Tc00.1047053504171.30
Q4D1U7 Tc00.1047053507317.34
Q4D5F4 Tc00.1047053507163.50
Q4D6F8 Tc00.1047053506951.80
Q4DC30 Tc00.1047053503587.47
Q4DI84 Tc00.1047053504035.80
Q4DKD9 Tc00.1047053508817.140
Q4CKK0 Tc00.1047053425851.9
Q4CUF6 Tc00.1047053503859.45
Q4CXQ6 Tc00.1047053507943.50
Q4D1I4 Tc00.1047053509721.40
Q4D3Y0 Tc00.1047053507509.30
Q4D9X3 Tc00.1047053510687.140
Q4DN13 Tc00.1047053506203.25
Q4DP32 Tc00.1047053506999.110
Q4DVS8 Tc00.1047053510361.190
Q4E2T2 Tc00.1047053511283.290
Q4E440 Tc00.1047053511173.130
Q4E5G3 Tc00.1047053511277.310
Q4DXJ2 Tc00.1047053506941.30
Q4DG64 Tc00.1047053511575.90
Q4CSM8 Tc00.1047053510601.30
Q4CZ62 Tc00.1047053507527.20
Q4CUP3 Tc00.1047053509433.10
Q4CX04 Tc00.1047053508661.20
Q4CZ60 Tc00.1047053507527.40
Q4D1N0 Tc00.1047053510763.70
Q4D5F6 Tc00.1047053507163.30
Q4D759 Tc00.1047053504159.109
Q4D8Y5 Tc00.1047053510351.150
Q4DER4 Tc00.1047053505071.140
Q4DV91 Tc00.1047053509437.50
Q4CS76 Tc00.1047053503761.40
Q4CUR2 Tc00.1047053503775.60
Q4D2U9 Tc00.1047053506359.50
Q4D420 Tc00.1047053511017.30
Q4D644 Tc00.1047053509755.70
Q4D7N1 Tc00.1047053508109.10
Q4D9F6 Tc00.1047053509033.100
Q4DC69 Tc00.1047053506777.70
Q4CTB0 Tc00.1047053509847.70
Q4D204 Tc00.1047053503575.40
Q4D618 Tc00.1047053506585.60
Q4D7T1 Tc00.1047053506543.40
Q4D8H7 Tc00.1047053511309.60
Q4DF26 Tc00.1047053507001.30
Q4D3F0 Tc00.1047053509885.60
Q4DLI8 Tc00.1047053508637.100
Q4DPA0 Tc00.1047053509647.180
Q4CP12 Tc00.1047053503969.20
Q4DF78 Tc00.1047053507087.50
Q4DPH7 Tc00.1047053510861.40
Q4DQ95 Tc00.1047053508387.40
Q4DUE9 Tc00.1047053508837.189
Q4DVS2 Tc00.1047053511797.110
Q4E071 Tc00.1047053504239.100
Q4D5J8 Tc00.1047053511527.82
Q4DGY8 Tc00.1047053511923.130
Q4DIR9 Tc00.1047053511661.40
Q4DJE6 Tc00.1047053507991.126
Q4E2U0 Tc00.1047053511283.194
Q4CN29 Tc00.1047053508597.9
Q4CU22 Tc00.1047053506571.10
Q4CX29 Tc00.1047053503783.17
Q4CZV4 Tc00.1047053509903.5
Q4D2M5 Tc00.1047053506931.20
Q4D635 Tc00.1047053508141.90
Q4DEG9 Tc00.1047053511451.51
Q4CR37 Tc00.1047053506219.10
Q4CU52 Tc00.1047053506263.10
Q4CWJ6 Tc00.1047053504097.4
Q4D1D5 Tc00.1047053509367.51
Q4D2S4 Tc00.1047053503635.10
Q4D3M7 Tc00.1047053506257.10
Q4D811 Tc00.1047053510243.119
Q4DB80 Tc00.1047053508441.30
Q4DF60 Tc00.1047053507623.20
Q4DKH1 Tc00.1047053511385.60
Q4D3A3 Tc00.1047053506361.50
Q4DZW7 Tc00.1047053506789.220
Q4CSK8 Tc00.1047053509141.20
Q4DCW0 Tc00.1047053506407.30
Q4CVT8 Tc00.1047053509137.20
Q4CY67 Tc00.1047053506509.40
Q4D370 Tc00.1047053506597.51
Q4D5W4 Tc00.1047053508169.80
Q4DAM8 Tc00.1047053506727.90
Q4DD72 Tc00.1047053509747.104
Q4DIF8 Tc00.1047053511215.100
Q4DLS7 Tc00.1047053509153.30
Q4CS32 Tc00.1047053503529.20
Q4DQ01 Tc00.1047053509179.40
Q4E0R0 Tc00.1047053506297.80
Q4E0Z2 Tc00.1047053508277.50
Q4CPT9 Tc00.1047053507411.20
Q4E4M5 Tc00.1047053506925.220
Q4CRF8 Tc00.1047053511369.5
Q4D9Y5 Tc00.1047053510687.30
Q4DP34 Tc00.1047053506999.90
Q4DU36 Tc00.1047053506241.90
Q4E4Z1 Tc00.1047053511255.80
Q4CRS0 Tc00.1047053509849.30
Q4DAF3 Tc00.1047053508125.140
Q4DSP0 Tc00.1047053508495.50
Q4DUL7 Tc00.1047053511245.30
Q4E3D7 Tc00.1047053507071.230
Q4E4H3 Tc00.1047053506885.300
Q4E5V1 Tc00.1047053508221.580
Q4DU00 Tc00.1047053504155.10
Q4E2T5 Tc00.1047053511283.240
Q4CRT3 Tc00.1047053503907.10
Q4D498 Tc00.1047053508809.40
Q4DMH4 Tc00.1047053508881.110
Q4DXZ0 Tc00.1047053510431.20
Q4D551 Tc00.1047053508525.10
Q4DBY5 Tc00.1047053506977.40
Q4DHL7 Tc00.1047053504137.40
Q4DJT1 Tc00.1047053509237.80
Q4DR08 Tc00.1047053510089.20
Q4CWS7 Tc00.1047053503525.20
Q4D185 Tc00.1047053506853.40
Q4DLR8 Tc00.1047053509153.120
Q4CZV8 Tc00.1047053510489.5
Q4CNW9 Tc00.1047053510841.20
Q4DAH0 Tc00.1047053507559.30
Q4CN42 Tc00.1047053507917.10
Q4CNF0 Tc00.1047053508743.10
Q4CQG0 Tc00.1047053508551.20
Q4D8S5 Tc00.1047053504233.80
Q4DB68 Tc00.1047053508781.70
Q4DEF1 Tc00.1047053508677.120
Q4DF71 Tc00.1047053507429.3
Q4CVA5 Tc00.1047053511377.40
Q4DHZ1 Tc00.1047053510297.50
Q4E2X8 Tc00.1047053508175.180
Q4CVH9 Tc00.1047053508485.10
Q4D7S4 Tc00.1047053506589.100
Q4DCS8 Tc00.1047053509073.20
Q4DLJ8 Tc00.1047053503939.130
Q4CYP2 Tc00.1047053509463.30
Q4DTZ9 Tc00.1047053504155.20
Q4CMQ0 Tc00.1047053509145.10
Q4CNB7 Tc00.1047053509325.4
Q4CPW8 Tc00.1047053398477.10
Q4CQE8 Tc00.1047053510253.20
Q4CS04 Tc00.1047053506749.30
Q4CSL2 Tc00.1047053503395.40
Q4D3G6 Tc00.1047053503981.70
Q4DAK0 Tc00.1047053511449.110
Q4DDM4 Tc00.1047053507601.60
Q4DET8 Tc00.1047053506175.20
Q4DGY0 Tc00.1047053509213.80
Q4DKM8 Tc00.1047053506471.10
Q4DQ07 Tc00.1047053509217.160
Q4DFZ7 Tc00.1047053508027.70
Q4DWJ0 Tc00.1047053506755.260
Q4DYM8 Tc00.1047053504427.150
Q4E308 Tc00.1047053506435.270
Q4CNE8 Tc00.1047053510447.10
Q4CW96 Tc00.1047053511839.30
Q4CYR6 Tc00.1047053503923.30
Q4D371 Tc00.1047053506597.40
Q4DET6 Tc00.1047053506175.30
Q4DID4 Tc00.1047053506959.80
Q4CRL7 Tc00.1047053511141.30
Q4CXP1 Tc00.1047053508033.60
Q4D482 Tc00.1047053506949.20
Q4DMI4 Tc00.1047053508881.20
Q4DSQ9 Tc00.1047053509937.50
Q4DXF1 Tc00.1047053508879.50
Q4DZT5 Tc00.1047053510105.190
Q4E3D0 Tc00.1047053507071.390
Q4E624 Tc00.1047053508153.690
Q4DA65 Tc00.1047053511131.30
Q4D9G5 Tc00.1047053508299.89
Q4DFA6 Tc00.1047053508209.140
Q4DWY4 Tc00.1047053510729.10
Q4CNU4 Tc00.1047053506255.20
Q4CQZ4 Tc00.1047053510973.9
Q4CU64 Tc00.1047053510765.20
Q4CWM9 Tc00.1047053507719.9
Q4CYJ9 Tc00.1047053503613.79
Q4D938 Tc00.1047053508897.40
Q4DAX6 Tc00.1047053506579.110
Q4DBT4 Tc00.1047053506567.134
Q4DDX6 Tc00.1047053507835.80
Q4DIA5 Tc00.1047053506479.67
Q4DK27 Tc00.1047053506525.70
Q4DL57 Tc00.1047053509029.70
Q4CMQ3 Tc00.1047053506655.7
Q4CZV3 Tc00.1047053504051.9
Q4D598 Tc00.1047053505965.10
Q4DLJ1 Tc00.1047053508637.70
Q4DB71 Tc00.1047053508781.30
Q4DCE0 Tc00.1047053506345.120
Q4DIE3 Tc00.1047053506965.190
Q4DJZ2 Tc00.1047053509671.99
Q4DLM2 Tc00.1047053508857.80
Q4CU42 Tc00.1047053509039.30
Q4D5T4 Tc00.1047053511711.20
Q4D9X0 Tc00.1047053504241.90
Q4DEC6 Tc00.1047053507715.10
Q4DJL9 Tc00.1047053510609.120
Q4DP19 Tc00.1047053509669.40
Q4DGE0 Tc00.1047053503999.20
Q4CU28 Tc00.1047053510189.40
Q4CPR9 Tc00.1047053506515.29
Q4E4R6 Tc00.1047053508461.430
Q4CSM4 Tc00.1047053509169.20
Q4CUV7 Tc00.1047053508511.30
Q4CVZ1 Tc00.1047053503699.19
Q4D1J2 Tc00.1047053508917.20
Q4D1L4 Tc00.1047053504003.70
Q4D790 Tc00.1047053506351.40
Q4D894 Tc00.1047053509319.60
Q4DYM2 Tc00.1047053504427.240
Q4CV34 Tc00.1047053503689.34
Q4CU89 Tc00.1047053510947.50
Q4D5S9 Tc00.1047053511711.70
Q4DLH0 Tc00.1047053503823.100
Q4E339 Tc00.1047053508741.330
Q4CP15 Tc00.1047053507103.20
Q4CSL3 Tc00.1047053503395.30
Q4CUQ6 Tc00.1047053511735.50
Q4CRE1 Tc00.1047053506819.49
Q4DN24 Tc00.1047053507615.120
Q4DQC8 Tc00.1047053506629.160
Q4DSC3 Tc00.1047053509767.110
Q4DTK7 Tc00.1047053511149.180
Q4DY47 Tc00.1047053511727.120
Q4E180 Tc00.1047053511585.20
Q4DYY4 Tc00.1047053507237.80
Q4CRP1 Tc00.1047053506991.19
Q4D9Y2 Tc00.1047053510687.60
Q4DK85 Tc00.1047053509601.10
Q4DQL7 Tc00.1047053507677.4
Q4DSC7 Tc00.1047053509767.70
Q4DYP8 Tc00.1047053507641.240
Q4E481 Tc00.1047053508163.310
Q4DLD7 Tc00.1047053506131.20
Q4D2S8 Tc00.1047053506389.50
Q4CXM7 Tc00.1047053510293.60
Q4D480 Tc00.1047053506949.50
Q4DQS0 Tc00.1047053508871.150
Q4DUC4 Tc00.1047053506625.180
Q4DYG7 Tc00.1047053511367.280
Q4CTK1 Tc00.1047053508659.9
Q4DUJ2 Tc00.1047053511771.171
Q4CNZ1 Tc00.1047053510809.5
Q4CUT6 Tc00.1047053503757.40
Q4D0L0 Tc00.1047053508043.20
Q4D102 Tc00.1047053504017.20
Q4D2B4 Tc00.1047053509595.50
Q4D3B0 Tc00.1047053508413.44
Q4D6B1 Tc00.1047053508269.40
Q4D563 Tc00.1047053506883.90
Q4D9M5 Tc00.1047053503723.90
Q4DL74 Tc00.1047053508919.90
Q4D6M4 Tc00.1047053506465.30
Q4CV65 Tc00.1047053506693.30
Q4CXY3 Tc00.1047053510325.20
Q4DGD5 Tc00.1047053503999.70
Q4DNW7 Tc00.1047053505999.10
Q4DVL3 Tc00.1047053508207.200
Q4E618 Tc00.1047053508153.750
Q4D3R8 Tc00.1047053510349.70
Q4DET0 Tc00.1047053506175.90
Q4DM90 Tc00.1047053511301.30
Q4E1Q6 Tc00.1047053507093.44
Q4D3S0 Tc00.1047053510349.60
Q4DLF3 Tc00.1047053510747.90
Q4DQA8 Tc00.1047053511827.115
Q4DUR6 Tc00.1047053507951.270
Q4DYI9 Tc00.1047053511367.30
Q4E2P4 Tc00.1047053510889.20
Q4CK91 Tc00.1047053509083.9
Q4DMS8 Tc00.1047053511545.30
Q4DP74 Tc00.1047053506967.110
Q4DGV6 Tc00.1047053507091.4
Q4DPN7 Tc00.1047053506743.180
Q4DXV4 Tc00.1047053510719.40
Q4DKH3 Tc00.1047053511385.40
Q4DP98 Tc00.1047053506127.9
Q4CV57 Tc00.1047053509103.20
Q4CVX1 Tc00.1047053507673.20
Q4DPZ6 Tc00.1047053509179.90
Q4DZM5 Tc00.1047053504147.200
Q4E331 Tc00.1047053506435.10
Q4E5R6 Tc00.1047053506529.140
Q4CPZ6 Tc00.1047053503433.10
Q4D0H0 Tc00.1047053506467.4
Q4DI19 Tc00.1047053509229.70
Q4DS71 Tc00.1047053508777.20
Q4CL83 Tc00.1047053397937.10
Q4CLS7 Tc00.1047053508795.19
Q4CPQ2 Tc00.1047053511835.10
Q4CTY7 Tc00.1047053511881.14
Q4CWV5 Tc00.1047053511563.9
Q4CZE6 Tc00.1047053507979.30
Q4CN95 Tc00.1047053510839.20
Q4CLF5 Tc00.1047053481099.9
Q4DBK2 Tc00.1047053510257.120
Q4CN09 Tc00.1047053503565.29
Q4CPM6 Tc00.1047053509337.10
Q4CT52 Tc00.1047053509729.20
Q4CUQ9 Tc00.1047053511735.30
Q4CYV5 Tc00.1047053508089.71
Q4D0R5 Tc00.1047053509831.33
Q4D2Q3 Tc00.1047053507005.20
Q4D6U5 Tc00.1047053510749.40
Q4E4L0 Tc00.1047053506925.400
Q4CLB6 Tc00.1047053432867.20
Q4CM98 Tc00.1047053509159.10
Q4CNX2 Tc00.1047053510965.20
Q4CQ47 Tc00.1047053507913.20
Q4CR35 Tc00.1047053506219.30
Q4CVY3 Tc00.1047053509597.29
Q4CWP9 Tc00.1047053504257.60
Q4CZ49 Tc00.1047053510783.20
Q4D384 Tc00.1047053504787.99
Q4D7H0 Tc00.1047053506319.40
Q4DCJ7 Tc00.1047053507735.10
Q4DCS7 Tc00.1047053509073.30
Q4CPE6 Tc00.1047053509639.20
Q4D6I0 Tc00.1047053508823.110
Q4DHD3 Tc00.1047053511167.50
Q4DN57 Tc00.1047053510503.80
Q4CP81 Tc00.1047053503595.10
Q4CQQ4 Tc00.1047053511437.40
Q4CSH8 Tc00.1047053503489.20
Q4CTZ9 Tc00.1047053506205.49
Q4CVB1 Tc00.1047053509837.20
Q4CVU1 Tc00.1047053506851.20
Q4CUI1 Tc00.1047053508883.48
Q4DNX1 Tc00.1047053509099.150
Q4DUI9 Tc00.1047053511771.210
Q4DZA0 Tc00.1047053504105.120
Q4E3Y6 Tc00.1047053511127.369
Q4D475 Tc00.1047053508161.50
Q4DTD7 Tc00.1047053509157.90
Q4DVS9 Tc00.1047053510361.130
Q4DT80 Tc00.1047053511511.20
Q4E1C3 Tc00.1047053511807.230
Q4E3M2 Tc00.1047053510101.400
Q4D269 Tc00.1047053506895.30
Q4DBB6 Tc00.1047053509161.60
Q4DKP3 Tc00.1047053503897.20
Q4E1E3 Tc00.1047053511807.33
Q4D5F3 Tc00.1047053507163.60
Q4D831 Tc00.1047053511627.120
Q4D692 Tc00.1047053503583.30
Q4DVA1 Tc00.1047053510583.30
Q4CLK4 Tc00.1047053511641.5
Q4CNU2 Tc00.1047053510825.10
Q4CR09 Tc00.1047053510837.20
Q4CX59 Tc00.1047053511655.20
Q4CZF9 Tc00.1047053506137.10
Q4D542 Tc00.1047053507969.50
Q4DBH4 Tc00.1047053503855.40
Q4DEU0 Tc00.1047053506175.5
Q4DHC7 Tc00.1047053511167.110
Q4DEY1 Tc00.1047053506223.100
Q4E566 Tc00.1047053510359.34
Q4E3G5 Tc00.1047053507611.270
Q4D2C5 Tc00.1047053504179.40
Q4D3V3 Tc00.1047053507221.70
Q4CXN5 Tc00.1047053510045.20
Q4DAW8 Tc00.1047053506765.80
Q4DM78 Tc00.1047053511301.160
Q4DNE5 Tc00.1047053504827.90
Q4DQK3 Tc00.1047053507677.140
Q4DVK3 Tc00.1047053507069.20
Q4DRK8 Tc00.1047053510741.220
Q4DX57 Tc00.1047053508257.10
Q4DRR2 Tc00.1047053506739.99
Q4E0P8 Tc00.1047053506297.210
Q4D5E6 Tc00.1047053511165.20
Q4DK78 Tc00.1047053509601.70
Q4E287 Tc00.1047053510275.250
Q4CWX4 Tc00.1047053508731.30
Q4CZ19 Tc00.1047053511685.40
Q4D2Z0 Tc00.1047053507757.26
Q4CZC0 Tc00.1047053511595.39
Q4DRH1 Tc00.1047053506775.140
Q4CKW2 Tc00.1047053434945.4
Q4CTR2 Tc00.1047053511049.20
Q4CZ98 Tc00.1047053506609.70
Q4D054 Tc00.1047053418185.90
Q4D6I9 Tc00.1047053506721.50
Q4D9A0 Tc00.1047053510697.90
Q4DCG3 Tc00.1047053511321.10
Q4DME3 Tc00.1047053506779.70
Q4D9A5 Tc00.1047053510697.10
Q4DI08 Tc00.1047053511071.70
Q4CN56 Tc00.1047053511463.20
Q4CSQ4 Tc00.1047053506299.9
Q4D0F2 Tc00.1047053511531.50
Q4DX61 Tc00.1047053506717.20
Q4DGF3 Tc00.1047053509715.26
Q4CYP5 Tc00.1047053503657.70
Q4DDR9 Tc00.1047053508493.40
Q4DXE8 Tc00.1047053508879.80
Q4DMI1 Tc00.1047053508881.50
Q4DTT7 Tc00.1047053504741.80
Q4DVT7 Tc00.1047053510361.10
Q4DZP3 Tc00.1047053504147.10
Q4CXT1 Tc00.1047053504133.30
Q4DA81 Tc00.1047053506795.70
Q4DL58 Tc00.1047053509029.60
Q4DPH8 Tc00.1047053510861.30
Q4DSW2 Tc00.1047053506227.80
Q4E171 Tc00.1047053511585.110
Q4DFL2 Tc00.1047053508323.100
Q4CU47 Tc00.1047053508803.10
Q4CZC6 Tc00.1047053508681.31
Q4D393 Tc00.1047053506697.60
Q4D7R2 Tc00.1047053508865.30
Q4DB51 Tc00.1047053507021.20
Q4DD88 Tc00.1047053506703.50
Q4DDT4 Tc00.1047053509901.110
Q4DI20 Tc00.1047053509229.60
Q4DKY1 Tc00.1047053506337.80
Q4CT54 Tc00.1047053504019.9
Q4DUR8 Tc00.1047053507951.250
Q4DG67 Tc00.1047053511575.40
Q4DP73 Tc00.1047053509599.20
Q4DTR2 Tc00.1047053509695.70
Q4DUA6 Tc00.1047053507011.110
Q4E054 Tc00.1047053504239.434
Q4E1F1 Tc00.1047053508139.120
Q4E2E3 Tc00.1047053509979.60
Q4CKJ3 Tc00.1047053401473.9
Q4CYW2 Tc00.1047053506341.50
Q4CZL2 Tc00.1047053508711.10
Q4DDS2 Tc00.1047053504055.60
Q4E570 Tc00.1047053510359.320
Q4DA32 Tc00.1047053503733.80
Q4DNJ2 Tc00.1047053509791.40
Q4DQ09 Tc00.1047053509217.40
Q4E181 Tc00.1047053511585.10
Q4DSU6 Tc00.1047053506227.230
Q4DXR5 Tc00.1047053510421.170
Q4E4B2 Tc00.1047053510187.394
Q4DIA8 Tc00.1047053506479.39
Q4DJ51 Tc00.1047053511755.40
Q4D0W3 Tc00.1047053503953.20
Q4CN84 Tc00.1047053511683.30
Q4CW01 Tc00.1047053509013.19
Q4D1C8 Tc00.1047053504261.10
Q4D2N1 Tc00.1047053509005.50
Q4DCB2 Tc00.1047053506933.43
Q4DCB6 Tc00.1047053506933.20
Q4DE35 Tc00.1047053506649.40
Q4DFP4 Tc00.1047053509911.124
Q4DIZ6 Tc00.1047053511287.140
Q4DJK4 Tc00.1047053506339.10
Q4DLE1 Tc00.1047053511311.60
Q4DLG2 Tc00.1047053503823.169
Q4DXK7 Tc00.1047053506195.190
Q4CMP5 Tc00.1047053510873.20
Q4CNM5 Tc00.1047053508665.14
Q4CSG5 Tc00.1047053509513.10
Q4D0D7 Tc00.1047053506893.10
Q4D1L1 Tc00.1047053510691.4
Q4D3A4 Tc00.1047053506361.9
Q4D543 Tc00.1047053507969.40
Q4D5T2 Tc00.1047053511711.40
Q4DDH4 Tc00.1047053506793.50
Q4DJ34 Tc00.1047053511239.120
Q4D9S0 Tc00.1047053510557.50
Q4DMI7 Tc00.1047053508815.170
Q4DTG3 Tc00.1047053508737.210
Q4E1S5 Tc00.1047053506855.190
Q4CXD1 Tc00.1047053506695.30
Q4DGF2 Tc00.1047053509715.30
